title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Batman v Superman: Dawn of Justice",movie,"Action, Adventure, Sci-Fi",2016,tt2975590,6.5,770891,
"The Grand Seduction",movie,Comedy,2013,tt2319580,7,20210,
"Life of Crime",movie,"Comedy, Crime",2013,tt1663207,5.8,20694,
Lucia,movie,"Drama, Mystery",1998,tt0168978,7.1,69,
Dampfnudelblues,movie,"Comedy, Crime",2013,tt2969050,6.9,3089,
"The Art of the Steal",movie,"Comedy, Crime, Thriller",2013,tt2172985,6.3,26679,
"The Love Punch",movie,"Comedy, Romance",2013,tt2234261,5.7,16407,
Felony,movie,"Crime, Drama, Mystery",2013,tt2402603,6.1,6088,
"The Divided Heart",movie,Drama,1954,tt0046915,6.9,327,
"Land of Cards",movie,Fantasy,2012,tt2261700,5.5,448,
"A Stoning in Fulham County",movie,"Crime, Drama, Thriller",1988,tt0096179,5.9,490,
"Rikidozan: A Hero Extraordinary",movie,"Biography, Drama, Sport",2004,tt0435931,6.7,339,
"Leftenan Adnan",movie,"Biography, Drama, History",2000,tt0267664,6.8,194,
"Bad Words",movie,"Comedy, Drama",2013,tt2170299,6.6,56725,
"The Right Kind of Wrong",movie,"Comedy, Romance",2013,tt2286990,6.1,10173,
"Senario Lagi",movie,"Adventure, Comedy, Family",2000,tt0270640,7.3,134,
"The Terror Live",movie,"Action, Crime, Drama",2013,tt2990738,7.1,8470,
"Cold Comes the Night",movie,"Action, Crime, Mystery",2013,tt2511428,5.7,10392,
"Cracked Eggs and Noodles",movie,"Comedy, Drama",2005,tt0448678,5.7,118,
Locke,movie,Drama,2013,tt2692904,7.1,164317,
"SDU: Sex Duties Unit",movie,"Action, Comedy",2013,tt3044248,5.8,585,
"Se lo scopre Gargiulo",movie,"Comedy, Crime",1988,tt0203094,6,98,
Mortdecai,movie,"Action, Adventure, Comedy",2015,tt3045616,5.5,78542,
"Grean Fictions",movie,"Comedy, Drama",2013,tt2776412,6.9,184,
"To and from New York",movie,"Drama, Romance",2006,tt0889225,6.1,57,
"Radio Parade of 1935",movie,"Comedy, Musical",1934,tt0025698,5.9,171,
"Only a Mother",movie,Drama,1949,tt0041155,6.8,233,
Lullaby,movie,Documentary,2010,tt1598867,6.5,26,
Minions,movie,"Adventure, Animation, Comedy",2015,tt2293640,6.4,272987,
"Keep Your Seats, Please!",movie,"Comedy, Musical",1936,tt0027838,6.1,290,
"Go Go Mania",movie,"Documentary, Music",1965,tt0237588,6.3,480,
"Hunter X Hunter: Phantom Rouge",movie,"Action, Adventure, Animation",2013,tt2918988,6.6,3604,
"Instructions Not Included",movie,"Comedy, Drama",2013,tt2378281,7.5,33589,
"Tim's Vermeer",movie,"Documentary, History",2013,tt3089388,7.8,8691,
"Puella Magi Madoka Magica the Movie Part III: The Rebellion Story",movie,"Animation, Drama, Fantasy",2013,tt2457282,7.8,4482,
"Midshipman Easy",movie,Adventure,1935,tt0026713,5.5,226,
"Se non avessi più te",movie,"Comedy, Drama, Musical",1965,tt0059690,5.7,88,
"For All the Gold in the World",movie,"Comedy, Musical",1968,tt0139510,5.1,105,
"Il suo nome è Donna Rosa",movie,"Comedy, Musical, Romance",1969,tt0138837,4.9,82,
Fotoromanzo,movie,"Comedy, Drama, Musical",1986,tt0091071,4.9,76,
"Enzo Avitabile Music Life",movie,Documentary,2012,tt2197913,6.6,138,
"Penny Paradise",movie,"Comedy, Musical",1938,tt0030569,6.2,251,
"Rhymes for Young Ghouls",movie,"Crime, Drama",2013,tt2385195,6.5,1529,
Chef,movie,"Adventure, Comedy, Drama",2014,tt2883512,7.3,242032,
Perdono,movie,"Comedy, Drama, Musical",1966,tt0060823,5.4,63,
"The Powerpuff Girls: 'Twas the Fight Before Christmas",movie,"Action, Adventure, Animation",2003,tt0391404,7.1,727,
Masterminds,movie,"Biography, Comedy, Crime",2015,tt2461150,5.8,63212,
"Un week-end sur deux",movie,Drama,1990,tt0100840,5.7,252,
"Words and Pictures",movie,"Comedy, Drama, Romance",2013,tt2380331,6.6,11756,
"The Armstrong Lie",movie,"Biography, Documentary, Sport",2013,tt1638364,7.2,8174,
"Hide and Seek",movie,"Horror, Mystery, Thriller",2013,tt3155654,6.3,2490,
"Cine Holliúdy",movie,"Comedy, Family, Romance",2012,tt2342810,6.9,1266,
"Sincerely Charlotte",movie,"Drama, Romance, Thriller",1985,tt0091956,5.2,235,
"Zone Pro Site: The Moveable Feast",movie,Comedy,2013,tt3166476,6.5,711,
"Ted 2",movie,Comedy,2015,tt2637276,6.3,247364,
"Hwayi: A Monster Boy",movie,"Action, Thriller",2013,tt2972362,7,5698,
"I Don't Know Whether to Slit My Wrists or Leave Them Long",movie,"Comedy, Drama",2013,tt2539482,6.9,1969,
"By the River",movie,Drama,2013,tt3103322,6,28,
"Madras Cafe",movie,"Action, Drama, Thriller",2013,tt2855648,7.6,25877,
"Barcelona Summer Night",movie,"Comedy, Drama, Romance",2013,tt2363564,6.2,1466,
"The Amazing Catfish",movie,"Comedy, Drama",2013,tt2414046,7,2174,
"Fifty Shades of Grey",movie,"Drama, Romance, Thriller",2015,tt2322441,4.2,346226,
"Ghost Child",movie,Horror,2013,tt2618214,4.9,150,
"Into the Storm",movie,"Action, Adventure, Drama",2014,tt2106361,5.8,73160,
Giraffada,movie,Drama,2013,tt3132086,6.3,317,
Paradise,movie,"Comedy, Drama, Romance",2013,tt2866676,6.3,759,
"Mike Birbiglia: My Girlfriend's Boyfriend",movie,Comedy,2013,tt2937390,7.9,3779,
"Vinyl Days",movie,"Comedy, Music, Romance",2012,tt2281551,6.8,1238,
"Sohni Mahiwal",movie,"Action, Drama, Romance",1984,tt0152509,6.1,434,
"A Real Life",movie,"Crime, Drama, Romance",2009,tt1356893,6,194,
"Markova: Comfort Gay",movie,"Biography, Drama, History",2000,tt0292097,6.9,228,
Satyagraha,movie,Drama,2013,tt2275802,5.9,5487,
"Hope God Loves You, Mom",movie,"Adventure, Drama, Fantasy",2013,tt3096088,7.2,51,
"La tahzan",movie,"Drama, Romance",2013,tt3093844,6.5,101,
"Cinta Brontosaurus",movie,"Comedy, Drama, Romance",2013,tt3032040,6,471,
"KL Gangster 2",movie,"Action, Crime, Thriller",2013,tt3056608,5.6,365,
"Spray of the Days",movie,"Comedy, Drama, Romance",1968,tt0155415,5.4,203,
"A Moment of Romance II",movie,"Action, Crime, Romance",1993,tt0105589,6.1,324,
"Trailer Park Boys: Xmas Special",movie,Comedy,2004,tt0439856,8,4079,
"One Who Set Forth: Wim Wenders' Early Years",movie,Documentary,2007,tt0949576,7.1,151,
"Let's Calm Down and Drink Fresh in Saint-Tropez",movie,Comedy,1987,tt0089727,3.6,379,
Spare,movie,"Action, Thriller",2008,tt3039174,5.7,22,
"Chhota Bheem aur Krishna: Mayanagari",movie,"Action, Adventure, Animation",2011,tt16235600,7.4,321,
"The Letters",movie,Drama,2014,tt1445208,6.2,1137,
"Coboy Junior: The Movie",movie,"Drama, Family, Musical",2013,tt3032182,4,196,
Refrain,movie,"Drama, Romance",2013,tt4522640,6,174,
"Ummah - Unter Freunden",movie,"Comedy, Drama",2013,tt2664258,6.4,847,
"Doraemon: Nobita's Secret Gadget Museum",movie,"Action, Adventure, Animation",2013,tt2768084,7,1483,
"Freaks of Nature",movie,"Comedy, Horror, Sci-Fi",2015,tt1817771,5.9,13920,
"Rock and Roll's Greatest Failure: Otway the Movie",movie,Documentary,2013,tt2357748,7.6,599,
"Manusia Setengah Salmon",movie,"Comedy, Romance",2013,tt6330072,5.7,190,
Elvira,movie,Drama,2013,tt3265678,6.2,57,
"A Certain Magical Index: The Movie - The Miracle of Endymion",movie,"Animation, Comedy, Fantasy",2013,tt3163844,6.4,684,
Eyjafjallajökull,movie,Comedy,2013,tt2207072,5.6,4534,
"Pulling Strings",movie,"Comedy, Romance",2013,tt3203890,6.1,2052,
"Hur många kramar finns det i världen?",movie,"Comedy, Drama",2013,tt2846974,4.9,616,
"A Coleção Invisível",movie,Drama,2012,tt2550692,7,189,
"The Face Reader",movie,"Action, Drama, History",2013,tt3008014,6.8,3058,
"Grand Piano",movie,"Drama, Music, Mystery",2013,tt2039345,5.9,20067,
"The Midas Touch",movie,Comedy,2013,tt3173512,4.9,216,
Ismael,movie,Drama,2013,tt1710393,6.3,1203,
"London Fields",movie,"Crime, Mystery, Thriller",2018,tt1273221,3.9,12691,
"When We Were Boys",movie,"Comedy, Drama, Romance",2013,tt2747786,6.3,433,
"The Stolen Years",movie,Romance,2013,tt3175936,6.2,1367,
"The Wedding Diary",movie,Comedy,2012,tt2473804,6.5,91,
"Detective Downs",movie,"Comedy, Crime, Drama",2013,tt2565306,5.3,592,
"A Place Nearby",movie,Drama,2000,tt0212215,6.1,298,
"The Spy: Undercover Operation",movie,"Action, Comedy",2013,,,,
"The Extra Day",movie,"Comedy, Drama",1956,tt0049195,5.7,192,
"Rurouni Kenshin Part II: Kyoto Inferno",movie,"Action, Adventure, Drama",2014,tt3029558,7.5,19193,
"Rurouni Kenshin: The Legend Ends",movie,"Action, Adventure, Drama",2014,tt3029556,7.5,15398,
"Las maestras de la República",movie,"Documentary, History",2013,tt2731500,6.3,135,
"The Fashioned in Saint-Tropez",movie,Comedy,1983,tt0085272,3.9,370,
Wer,movie,"Action, Horror, Mystery",2013,tt2229511,5.9,10340,
"About Last Night",movie,"Comedy, Romance",2014,tt1826590,6,25537,
Aloha,movie,"Comedy, Drama, Romance",2015,tt1243974,5.4,75878,
"While the Door Was Locked",movie,Drama,1946,tt0038734,7,266,
"The White Cat",movie,"Drama, Mystery",1950,tt0043109,6.2,188,
"Time and the Wind",movie,"Drama, Romance, War",2013,tt2401711,6.7,952,
Ghadi,movie,"Comedy, Drama, Family",2013,tt2552296,7.3,1258,
"Connecting Rooms",movie,Drama,1970,tt0066943,6.4,958,
"Sausage Party",movie,"Adventure, Animation, Comedy",2016,tt1700841,6.1,219223,
"Barber's Tales",movie,Drama,2013,tt3254578,7.7,286,
"Attarintiki Daredi",movie,"Action, Comedy, Drama",2013,tt3042926,7.3,10232,
"The Clerics",movie,"Action, Biography, Drama",2013,tt3032240,6.9,197,
"Head in the Clouds",movie,Drama,2012,tt2098666,7.1,81,
"Honey, Scare Me",movie,Comedy,1958,tt0155628,4.4,52,
Non-Stop,movie,"Action, Mystery, Thriller",2014,tt2024469,6.9,282160,
Macbeth,movie,"Drama, History, War",2015,tt2884018,6.6,60652,
"Sex Tape",movie,"Comedy, Romance",2014,tt1956620,5.1,120764,
L'addition,movie,"Drama, Thriller",1984,tt0086852,5.7,318,
Michael,movie,"Drama, Thriller",2011,tt1754202,5.3,1167,
"Life Feels Good",movie,Drama,2013,tt3092552,7.6,3353,
"Blind Intersections",movie,Drama,2012,tt1918638,6.5,209,
Tammy,movie,"Comedy, Romance",2014,tt2103254,4.9,56071,
"The Mysterious Boy",movie,"Adventure, Family, Mystery",2013,tt2776882,6.3,414,
"The Little Penguin Pororo's Racing Adventure",movie,"Animation, Family, Sport",2013,tt2652476,5.2,269,
"The Closed Circuit",movie,"Action, Crime, Drama",2013,tt2807624,6.8,1743,
"Rita the Mosquito",movie,"Comedy, Musical, Romance",1966,tt0158900,5.5,189,
"Endless Love",movie,"Drama, Mystery, Romance",2014,tt2318092,6.2,48470,
"Ramayya Vastavayya",movie,"Action, Comedy, Drama",2013,tt2856674,5.1,2463,
"Ivan the Powerful",movie,Adventure,2013,tt2401213,7.4,422,
"The Giver",movie,"Drama, Romance, Sci-Fi",2014,tt0435651,6.4,128447,
"Horrible Bosses 2",movie,"Comedy, Crime",2014,tt2170439,6.3,189448,
"Barbie & Her Sisters in a Pony Tale",movie,"Animation, Family",2013,tt3321254,6.1,1589,
Unbroken,movie,"Biography, Drama, Sport",2014,tt1809398,7.2,190673,
"Tough as Iron",movie,"Action, Drama, Family",2013,tt3153628,6,361,
Tattoo,movie,Drama,2013,tt2746176,7.2,2266,
"The Nut Job",movie,"Adventure, Animation, Comedy",2014,tt1821658,5.7,31288,
"A Esperança é a Última que Morre",movie,Comedy,2015,tt3447830,4.8,135,
"Men Are from Mars... And That's Where I'm Going!",movie,"Comedy, Romance",2014,tt3210830,6.1,1352,
Yogi,movie,"Action, Drama",2007,tt0887793,4.6,987,
Fury,movie,"Action, Drama, War",2014,tt2713180,7.6,578021,
"Meus Dois Amores",movie,Comedy,2012,tt3443904,5.6,58,
Home,movie,"Adventure, Animation, Comedy",2015,tt2224026,6.5,116260,
"The SpongeBob Movie: Sponge Out of Water",movie,"Adventure, Animation, Comedy",2015,tt2279373,6,64497,
"Sister Dulce: The Angel from Brazil",movie,"Biography, Drama",2014,tt3807222,7.1,299,
Isolados,movie,"Horror, Mystery, Thriller",2014,tt2391094,5.3,562,
"Till Luck Do Us Part 2",movie,Comedy,2013,tt3148528,5,1694,
"Muita Calma Nessa Hora 2",movie,Comedy,2014,tt2216536,4.9,433,
"Trust Me",movie,Drama,2014,tt2363349,6.5,691,
"Meu Passado Me Condena: O Filme",movie,"Comedy, Romance",2013,tt3034258,5.8,2568,
Boss,movie,"Action, Comedy, Drama",2013,tt2571140,5.1,12531,
"Viva la banda de Mozart",movie,"Animation, Family",1997,,,,
"Detective Conan: Private Eye in the Distant Sea",movie,"Action, Adventure, Animation",2013,tt3303446,6.5,1772,
"The Interview",movie,"Action, Adventure, Comedy",2014,tt2788710,6.5,366791,
Backcountry,movie,"Adventure, Drama, Horror",2014,tt2944198,6,25861,
"The Mighty Spirit",movie,Documentary,1999,tt0254753,7.7,318,
"The Apology King",movie,Comedy,2013,tt2556296,6.4,449,
"Magic in the Moonlight",movie,"Comedy, Drama, Romance",2014,tt2870756,6.5,72244,
"Han Gong-ju",movie,"Crime, Drama",2013,tt3265462,7.2,3005,
Värmlänningarna,movie,"Drama, Romance",1957,tt0051178,6,56,
"Love Is Not a Game",movie,"Drama, Romance",1971,tt0067951,4.9,70,
"Assault and Battery",movie,Drama,1969,tt0064672,6.3,123,
"She's the One",movie,"Comedy, Drama, Romance",2013,tt3264438,6.3,276,
"Blood and Ties",movie,"Drama, Thriller",2013,tt3271700,6.4,1579,
Heidi,movie,"Comedy, Drama, Family",2001,tt0280732,5.6,135,
"Aziz Ansari: Buried Alive",movie,Comedy,2013,tt2836450,7.2,4182,
"Big Game",movie,"Action, Adventure, Comedy",2014,tt2088003,5.4,36462,
Mannenharten,movie,"Comedy, Romance",2013,tt2513536,5.7,2337,
Tarzan,movie,"Adventure, Animation, Drama",2013,tt1705952,4.8,13248,
"Heavenly Shift",movie,"Comedy, Drama",2013,tt2466684,7.4,3023,
Longkai,movie,"Action, Crime, Drama",2013,tt3409282,5.1,58,
"Louis & Luca and the Snow Machine",movie,"Animation, Family",2013,tt2769896,6.8,2196,
"Sole a catinelle",movie,Comedy,2013,tt3066270,6.4,7368,
"Tampan Tailor",movie,Drama,2013,tt2902624,7.2,181,
"The Teckman Mystery",movie,"Crime, Drama, Film-Noir",1954,tt0047563,6.2,605,
"Recycling Lily",movie,Comedy,2013,tt2381281,6.3,111,
"Gimme Shelter",movie,Drama,2013,tt1657510,6.4,9656,
"Tjoet Nja' Dhien",movie,"Drama, War",1988,tt0206348,7.8,563,
"Handle Me with Care",movie,"Drama, Fantasy, Romance",2008,tt2147844,7.1,109,
Blended,movie,"Comedy, Romance",2014,tt1086772,6.5,151764,
"The Holy Man III",movie,Comedy,2010,tt1720154,5.5,62,
Cowboys,movie,"Comedy, Drama",2013,tt2994904,7,1137,
"Suck Me Shakespeer",movie,Comedy,2013,tt2987732,6.9,33101,
"On fait comme on a dit",movie,"Comedy, Crime",2000,tt0245332,4.7,117,
"Must Be... Love",movie,"Comedy, Romance",2013,tt2769454,6.5,654,
"The Fade",movie,"Comedy, Documentary, Drama",2012,tt2206100,5.9,29,
"Cold Harbour",movie,"Action, Crime, Thriller",2013,tt2396369,5.1,237,
"This Is My Street",movie,Drama,1964,tt0057577,6.5,272,
"The Shiralee",movie,Drama,1957,tt0050961,6.6,434,
Jazzgossen,movie,"Drama, Music",1958,tt0051794,6.2,229,
"The Little Ghost",movie,"Family, Fantasy",2013,tt2186566,5.6,699,
Baxter!,movie,Drama,1973,tt0069770,7,382,
Addicted,movie,"Drama, Romance, Thriller",2014,tt2205401,5,12759,
"The Holy Man",movie,Comedy,2005,tt0470850,5.9,169,
"One Step Beyond: The True Story of Géraldine Fasnacht",movie,Documentary,2012,tt0460528,7.8,55,
Commitment,movie,"Action, Drama",2013,tt3144098,6.7,5027,
"Madly in Love",movie,"Comedy, Musical, Romance",2010,tt1429451,6.2,57,
"Bha Ji in Problem",movie,Comedy,2013,tt2879770,7.1,1144,
"The Five",movie,"Action, Crime, Thriller",2013,tt3754322,6.5,1023,
"Stay Away from Me",movie,Comedy,2013,tt3245074,5.8,917,
"Let's Be Happy",movie,"Comedy, Musical, Romance",1957,tt0050632,5.6,264,
"Rattle of a Simple Man",movie,"Comedy, Drama",1964,tt0058515,6.7,344,
"Spanish Affair",movie,"Comedy, Romance",2014,tt2955316,6.5,19150,
"Sally in Our Alley",movie,"Comedy, Drama, Musical",1931,tt0022336,5.8,155,
"Love, Life & Laughter",movie,"Comedy, Drama, Musical",1934,tt0025437,5.6,75,
"The Show Goes On",movie,Musical,1937,tt0029556,6.1,76,
"Heaven Is for Real",movie,"Biography, Drama, Family",2014,tt1929263,5.9,29371,
"Diaries of Letters to God",movie,"Biography, Drama, History",2011,tt2112276,6,130,
"Highland Tower",movie,"Horror, Documentary, Thriller",2013,,,,
"Downside Up",movie,Documentary,2013,,,,
"Gori Tere Pyaar Mein!",movie,"Comedy, Drama, Romance",2013,tt2275794,4.9,4273,
Bosta,movie,"Musical, War",2005,tt0497335,6.4,645,
Mimi,movie,"Drama, Romance",1935,tt0026718,5.1,126,
"Young Wives' Tale",movie,"Comedy, Romance",1951,tt0044225,5.5,481,
"The 4 Movie",movie,Horror,2011,tt3225210,5.4,68,
"Marriage Blue",movie,"Comedy, Romance",2013,tt3432886,6.1,256,
"3 Peas in a Pod",movie,Drama,2013,tt2713016,6.9,51,
"The Way He Looks",movie,"Drama, Romance",2014,tt1702014,7.9,28669,
"A Pelada",movie,Comedy,2013,tt3445292,5.3,72,
"Maria Mariana",movie,"Action, Drama, Romance",1996,tt0123166,6.3,45,
"Maria Mariana II",movie,"Action, Crime, Romance",1998,tt0270495,6.4,38,
"Friend 2",movie,"Action, Crime, Drama",2013,tt3264494,6.2,673,
"The Kindergarten",movie,Comedy,2009,tt1894410,6.4,26,
"Hubert und Staller - Die ins Gras beißen",movie,"Comedy, Crime",2013,tt3272252,7.1,205,
"Bitter Springs",movie,"Adventure, Drama, History",1950,tt0042253,6.1,212,
"Underground Guerrillas",movie,"Drama, War",1943,tt0036473,6.1,197,
"The Cobbler",movie,"Comedy, Drama, Fantasy",2014,tt3203616,5.8,62680,
"Micky Flanagan: Back in the Game Live",movie,"Comedy, Documentary",2013,tt3406050,7.7,507,
"Sean Lock: Purple Van Man",movie,"Comedy, Documentary",2013,tt3552510,6.8,311,
"Why Bother to Knock!",movie,Comedy,1961,tt0055621,5.1,269,
"I Do, I Do",movie,"Comedy, Romance",2005,tt0470801,5.6,83,
"Yam yasothon 3",movie,Comedy,2013,tt3019094,6.5,66,
Self/less,movie,"Action, Mystery, Sci-Fi",2015,tt2140379,6.5,105863,
"The Purge: Anarchy",movie,"Action, Horror, Sci-Fi",2014,tt2975578,6.4,167983,
Spy,movie,"Action, Comedy",2015,tt3079380,7,267719,
"His Excellency",movie,"Comedy, Romance",1952,tt0044711,5.5,121,
"Keep Fit",movie,"Comedy, Musical",1937,tt0029078,5.8,208,
"Ilk Ask",movie,Drama,2006,tt0856791,6.7,1896,
"It Happened in Paris",movie,"Comedy, Romance",1935,tt0026536,5.6,161,
"Taxi! Taxi!",movie,"Comedy, Drama",2013,tt2614006,6.1,93,
"Hunter x Hunter: The Last Mission",movie,"Action, Adventure, Animation",2013,tt3198698,6.6,3083,
"The Single Moms Club",movie,"Comedy, Drama",2014,tt2465140,5.5,7317,
"St. Vincent",movie,"Comedy, Drama",2014,tt2170593,7.2,110915,
"The Best of Me",movie,"Drama, Romance",2014,tt1972779,6.7,79410,
Hienas,movie,"Adventure, Comedy, Crime",2009,tt1423381,4.1,55,
"Stromberg - The Movie",movie,Comedy,2014,tt3010660,7.3,8622,
"Heart to Heart",movie,"Comedy, Drama",1979,tt0077364,6.6,155,
Lucy,movie,"Action, Sci-Fi, Thriller",2014,tt2872732,6.4,556608,
"Naan Sigappu Manithan",movie,"Action, Crime, Drama",2014,tt3569788,6.5,1238,
"A Most Violent Year",movie,"Crime, Drama, Thriller",2014,tt2937898,6.9,79872,
Regression,movie,"Crime, Drama, Mystery",2015,tt3319920,5.6,43813,
"The Outsider",movie,Drama,1948,tt0040407,6.8,481,
"Run All Night",movie,"Action, Crime, Thriller",2015,tt2199571,6.6,118021,
"Grazing the Sky",movie,"Documentary, Drama",2013,tt3461882,6.8,134,
"Beyond the Lights",movie,"Drama, Music, Romance",2014,tt3125324,6.8,17975,
"Never on the First Night",movie,"Comedy, Romance",2014,tt2912974,4.7,859,
"The Bag Man",movie,"Action, Crime, Drama",2014,tt2212008,5.2,17522,
"Satya 2",movie,"Crime, Drama",2013,tt3059106,5.8,1082,
"The Trip to Italy",movie,"Comedy, Drama",2014,tt2967006,6.6,16326,
"The Babadook",movie,"Drama, Horror, Mystery",2014,tt2321549,6.8,260519,
"Tuscan Wedding",movie,"Comedy, Drama, Romance",2014,tt2949626,5.1,2031,
"The Attorney",movie,"Crime, Drama, History",2013,tt3404140,7.7,8127,
"The Suspect",movie,"Action, Drama, Thriller",2013,tt3404158,6.8,7072,
"Way Back Home",movie,Drama,2013,tt2797106,7.5,1535,
Ouija,movie,"Horror, Mystery, Thriller",2014,tt1204977,4.5,60041,
Nightcrawler,movie,"Crime, Drama, Thriller",2014,tt2872718,7.8,636216,
"Keep Watching",movie,"Horror, Mystery, Thriller",2017,tt2531334,4.3,5102,
"A Complicated Story",movie,Drama,2013,tt3503902,5.4,129,"AU, HK, ID, IN, JP, KR, MY, NZ, PH, PK, SG"
"When Marnie Was There",movie,"Animation, Drama, Family",2014,tt3398268,7.6,51768,
"Io, mammeta e tu",movie,"Comedy, Romance",1958,tt0051784,6,81,
"Lisa dagli occhi blu",movie,"Comedy, Musical",1969,tt0064592,4.7,90,
"The Bride and the Lover",movie,"Comedy, Drama",2013,tt2885536,4.8,46,
"Where Hope Grows",movie,"Drama, Family",2014,tt3200980,6.6,4534,
"Step Up All In",movie,"Drama, Music, Romance",2014,tt2626350,5.9,36833,
"The Night We Got the Bird",movie,Comedy,1961,tt0055231,5.3,120,
"Bo Burnham: what.",movie,"Comedy, Music",2013,tt3210258,8.3,13360,
"I Know What You Did Last Raya",movie,"Comedy, Horror, Mystery",2004,tt0488303,4.3,90,
"Jimi Asmara",movie,"Drama, Musical, Romance",1995,tt0269402,7.6,34,
"Human Capital",movie,"Crime, Drama",2013,tt2465578,7.2,13788,
Firestorm,movie,"Action, Crime, Thriller",2013,tt3341072,6.2,3121,
"Jai Ho",movie,"Action, Drama",2014,tt1188982,5,21434,
"Twilight Women",movie,"Crime, Drama, Romance",1952,tt0046558,6.5,229,
"Happy Christmas",movie,"Comedy, Drama",2014,tt2955096,5.4,9111,
"The Hungover Games",movie,"Adventure, Comedy, Fantasy",2014,tt3138104,3.5,17569,
"Gypsy Spirit: Harri Stojka - Eine Reise",movie,"Documentary, Music",2010,tt3296144,7.4,35,
"The Captive",movie,"Crime, Drama, Mystery",2014,tt2326612,5.9,36650,
"The Skeleton Twins",movie,"Comedy, Drama, Romance",2014,tt1571249,6.8,45888,
"Song One",movie,"Drama, Music, Romance",2014,tt2182972,5.8,10496,
